,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,is_outside,tagged_sequence
2448,/html/body/document/type/sequence/filename/description/text/div[183]/p[8]/font[1],(d),2448,,,,,,,,,,,,1,o
2449,/html/body/document/type/sequence/filename/description/text/div[183]/p[8],Nothing contained in this,2449,,,,,,,,,,,,1,o
2450,/html/body/document/type/sequence/filename/description/text/div[183]/p[8]/u,Section 7.05,2450,,,,,,,,,,,,1,o
2451,/html/body/document/type/sequence/filename/description/text/div[183]/p[8],"or elsewhere in this Agreement, express or implied (i) shall cause either Parent or any of its Affiliates to be obligated to continue to employ any Person, including any Affected Employees, for any period of time following the First Effective Time, (ii) shall prevent Parent or its Affiliates from revising, amending or terminating any Company Employee Plan, Parent Employee Plan or any other employee benefit plan, program or policy in effect from time to time, (iii) shall be construed as an amendment of any Company Employee Plan, Parent Employee Plan or any other employee benefit plan, program or policy in effect from time to time, or (iv) shall create any third-party beneficiary rights in any director, officer, employee or individual Person, including any present or former employee, officer, director or individual independent contractor of the Company or any of its Subsidiaries (including any beneficiary or dependent of such individual).",2451,,,,,,,,,,,,1,o
2452,/html/body/document/type/sequence/filename/description/text/div[183]/p[10],87,2452,,,,,,,,,,,,1,o
2454,/html/body/document/type/sequence/filename/description/text/div[185]/p[2]/font[1],Section 7.06,2454,,,,,,,,,,,,1,o
2455,/html/body/document/type/sequence/filename/description/text/div[185]/p[2]/u,Financing,2455,,,,,,,,,,,,1,o
2456,/html/body/document/type/sequence/filename/description/text/div[185]/p[2],.,2456,,,,,,,,,,,,1,o
2457,/html/body/document/type/sequence/filename/description/text/div[185]/p[4]/font[1],(a),2457,,,,,,,,,,,,1,o
2458,/html/body/document/type/sequence/filename/description/text/div[185]/p[4],"Each of Parent, Bidco and each Merger Sub shall use reasonable best efforts, and shall cause their respective Subsidiaries to use reasonable best efforts, to take or shall cause to be taken, all actions and to do, or cause to be done, all things necessary, proper or advisable to maintain the commitments under and to consummate the Debt Financing and obtain the proceeds thereof (including for the avoidance of doubt, the Bridge Facility Agreement or any replacement financing (",2458,,,,,,,,,,,,1,o
2459,/html/body/document/type/sequence/filename/description/text/div[185]/p[4]/u,provided,2459,,,,,,,,,,,,1,o
2460,/html/body/document/type/sequence/filename/description/text/div[185]/p[4],", that (i) the conditions to the availability of any such replacement financing shall not be materially less favorable to Parent than those of the Bridge Facility Agreement and (ii) the other terms of such replacement financing shall not be materially less favorable to Parent than those of the Bridge Facility Agreement in any manner that materially adversely affects the ability or likelihood of Parent, Bidco or either Merger Sub from timely consummating the transactions contemplated by this Agreement)) in an amount sufficient, together with other funds available to the Parent and its Subsidiaries, to enable Parent or Bidco to pay in cash the Required Financing Amount at the Closing.",2460,,,,,,,,,,,,1,o
2461,/html/body/document/type/sequence/filename/description/text/div[185]/p[6]/font[1],(b),2461,,,,,,,,,,,,1,o
2462,/html/body/document/type/sequence/filename/description/text/div[185]/p[6],"(i) From time to time, upon the written request of the Company, Parent shall inform the Company in reasonable detail on the status of its efforts to arrange the Debt Financing and (ii) Parent shall give the Company prompt written notice of (A) any termination of the Bridge Facility Agreement (other than any termination in connection with a replacement financing thereof), (B) the receipt of any notice or other communication from any Financing Source with respect to such Financing Source’s failure or anticipated failure to fund its commitments under any definitive agreements relating to the Debt Financing (other than in connection with a replacement lender assuming the commitments of a defaulting lender pursuant to the documentation related to the applicable Debt Financing), (C) any material default or material breach by any party to the Debt Financing of which Parent, Bidco or either Merger Sub has become aware (other than in connection with a replacement lender assuming the commitments of a defaulting lender pursuant to the documentation related to the applicable Debt Financing) and (D) any condition precedent of the Debt Financing as to which Parent, Bidco or either Merger Sub believes will not be satisfied at Closing.",2462,,,,,,,,,,,,1,o
2463,/html/body/document/type/sequence/filename/description/text/div[185]/p[8]/font[1],(c),2463,,,,,,,,,,,,1,o
2464,/html/body/document/type/sequence/filename/description/text/div[185]/p[8],"Notwithstanding anything in this Agreement to the contrary, Parent, Bidco, and each Merger Sub acknowledge and agree that the receipt and availability of any funds or financing is not a condition to Closing under this Agreement nor is it a condition to Closing under this Agreement for Parent to obtain all or any portion of the Debt Financing or any other financing.",2464,,,,,,,,,,,,1,o
2465,/html/body/document/type/sequence/filename/description/text/div[185]/p[10]/font[1],Section 7.07,2465,,,,,,,,,,,,1,o
2466,/html/body/document/type/sequence/filename/description/text/div[185]/p[10]/u,CVR Agreement,2466,,,,,,,,,,,,1,o
2467,/html/body/document/type/sequence/filename/description/text/div[185]/p[10],".  From and after the First Effective Time, Parent shall expressly assume in writing all of the First Surviving Corporation’s obligations, duties and covenants under the CVR Agreement.",2467,,,,,,,,,,,,1,o
2468,/html/body/document/type/sequence/filename/description/text/div[185]/p[12],88,2468,,,,,,,,,,,,1,o
2470,/html/body/document/type/sequence/filename/description/text/div[187]/p[2]/b/font,ARTICLE VIII,2470,,,,,,,,,,,,1,o
2471,/html/body/document/type/sequence/filename/description/text/div[187]/p[4]/b/font,"COVENANTS OF PARENT, MERGER SUBS AND THE COMPANY",2471,,,,,,,,,,,,1,o
2472,/html/body/document/type/sequence/filename/description/text/div[187]/p[6]/font[1],Section 8.01,2472,,,,,,,,,,,,1,o
2473,/html/body/document/type/sequence/filename/description/text/div[187]/p[6]/u,Access to Information; Confidentiality,2473,,,,,,,,,,,,1,o
2474,/html/body/document/type/sequence/filename/description/text/div[187]/p[6],.,2474,,,,,,,,,,,,1,o
2475,/html/body/document/type/sequence/filename/description/text/div[187]/p[8]/font[1],(a),2475,,,,,,,,,,,,1,o
2476,/html/body/document/type/sequence/filename/description/text/div[187]/p[8],"All information furnished pursuant to this Agreement shall be subject to the Amended and Restated Confidentiality Agreement, dated as of October 4, 2020 (as amended, supplemented or otherwise modified from time to time in accordance with its terms, the “",2476,,,,,,,,,,,,1,o
2477,/html/body/document/type/sequence/filename/description/text/div[187]/p[8]/u[1],Confidentiality Agreement,2477,,,,,,,,,,,,1,o
2478,/html/body/document/type/sequence/filename/description/text/div[187]/p[8],"”), between Parent and the Company.  On reasonable notice, during normal business hours during the period from the date of this Agreement to the earlier of the First Effective Time or the termination of this Agreement, solely in connection with the Mergers and the other transactions contemplated hereby or integration planning relating thereto, (i)  the Company shall, and shall cause its Subsidiaries to, afford to Parent and its Representatives reasonable access to its properties, books, contracts and records and (ii)  the Company shall, and shall cause its respective Subsidiaries to, make available to Parent all other information not made available pursuant to clause (i) of this",2478,,,,,,,,,,,,1,o
2479,/html/body/document/type/sequence/filename/description/text/div[187]/p[8]/u[2],Section 8.01(a),2479,,,,,,,,,,,,1,o
2480,/html/body/document/type/sequence/filename/description/text/div[187]/p[8],"concerning its businesses, properties and personnel, in the case of each of clause (i) and (ii), as the other party reasonably requests and in a manner so as to not unreasonably interfere with the normal business operations of the Company or any of its Subsidiaries.  During such period described in the immediately preceding sentence, on reasonable notice and subject to Applicable Law and during normal business hours, the Company shall instruct its pertinent Representatives to reasonably cooperate with Parent in its review of any such information provided or made available pursuant to the immediately preceding sentence.  No information or knowledge obtained in any review or investigation pursuant to this",2480,,,,,,,,,,,,1,o
2481,/html/body/document/type/sequence/filename/description/text/div[187]/p[8]/u[3],Section 8.01,2481,,,,,,,,,,,,1,o
2482,/html/body/document/type/sequence/filename/description/text/div[187]/p[8],shall affect or be deemed to modify any representation or warranty made by the Company or Parent pursuant to this Agreement.,2482,,,,,,,,,,,,1,o
2483,/html/body/document/type/sequence/filename/description/text/div[187]/p[10]/font[1],(b),2483,,,,,,,,,,,,1,o
2484,/html/body/document/type/sequence/filename/description/text/div[187]/p[10],"To the extent reasonably necessary for the Company to confirm the accuracy of the representations of Parent, Bidco and each Merger Sub set forth in",2484,,,,,,,,,,,,1,o
2485,/html/body/document/type/sequence/filename/description/text/div[187]/p[10]/u[1],Article V,2485,,,,,,,,,,,,1,o
2486,/html/body/document/type/sequence/filename/description/text/div[187]/p[10],and the satisfaction of the conditions precedent set forth in,2486,,,,,,,,,,,,1,o
2487,/html/body/document/type/sequence/filename/description/text/div[187]/p[10]/u[2],Section 9.03(a),2487,,,,,,,,,,,,1,o
2488,/html/body/document/type/sequence/filename/description/text/div[187]/p[10],and,2488,,,,,,,,,,,,1,o
2489,/html/body/document/type/sequence/filename/description/text/div[187]/p[10]/u[3],Section 9.03(b),2489,,,,,,,,,,,,1,o
2490,/html/body/document/type/sequence/filename/description/text/div[187]/p[10],", Parent shall, and shall cause its Subsidiaries to, afford to the Company and its Representatives reasonable access to its books, contracts and records and such other information as the Company may reasonably request, during normal business hours during the period from the date of this Agreement to the earlier of the First Effective Time or the termination of this Agreement, in a manner so as to not unreasonably interfere with the normal business operations of Parent or any of its Subsidiaries.",2490,,,,,,,,,,,,1,o
2491,/html/body/document/type/sequence/filename/description/text/div[187]/p[12]/font[1],(c),2491,,,,,,,,,,,,1,o
2492,/html/body/document/type/sequence/filename/description/text/div[187]/p[12],Anything to the contrary in this,2492,,,,,,,,,,,,1,o
2493,/html/body/document/type/sequence/filename/description/text/div[187]/p[12]/u[1],Section 8.01,2493,,,,,,,,,,,,1,o
2494,/html/body/document/type/sequence/filename/description/text/div[187]/p[12],",",2494,,,,,,,,,,,,1,o
2495,/html/body/document/type/sequence/filename/description/text/div[187]/p[12]/u[2],Section 8.02,2495,,,,,,,,,,,,1,o
2496,/html/body/document/type/sequence/filename/description/text/div[187]/p[12],or,2496,,,,,,,,,,,,1,o
2497,/html/body/document/type/sequence/filename/description/text/div[187]/p[12]/u[3],Section 8.03,2497,,,,,,,,,,,,1,o
2498,/html/body/document/type/sequence/filename/description/text/div[187]/p[12],"notwithstanding, none of the Company, Parent, nor any of their respective Subsidiaries shall be required to provide access to, disclose information to or assist or cooperate with the other party, in each case if such access, disclosure, assistance or cooperation (i) would, as reasonably determined based on the advice of outside counsel, jeopardize any attorney-client, attorney-work product or other similar privilege with respect to such information, (ii) would contravene any Applicable Law or Contract to which the applicable party is a subject or bound, (iii) would result in the disclosure of any valuations of the Company or Parent in connection with the transactions contemplated by this Agreement or any other sale process, (iv) would result in the disclosure of any information in connection with any litigation or similar dispute between the parties hereto or",2498,,,,,,,,,,,,1,o
2499,/html/body/document/type/sequence/filename/description/text/div[187]/p[14],89,2499,,,,,,,,,,,,1,o
2501,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font,(v) would result in the disclosure of any trade secrets;,2501,,,,,,,,,,,,1,o
2502,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font/u[1],provided,2502,,,,,,,,,,,,1,o
2503,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font,", that the Company and Parent shall, and each shall cause its Subsidiaries to, use reasonable best efforts to make appropriate substitute disclosure arrangements under circumstances in which such restrictions apply (including redacting such information (A) to remove references concerning valuation, (B) as necessary to comply with any Contract in effect on the date of this Agreement or after the date of this Agreement and (C) as necessary to address reasonable attorney-client, work-product or other privilege or confidentiality concerns) and to provide such information as to the applicable matter as can be conveyed.  Each of the Company and Parent may, as each reasonably deems advisable and necessary, designate any competitively sensitive material provided to the other under this",2503,,,,,,,,,,,,1,o
2504,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font/u[2],Section 8.01,2504,,,,,,,,,,,,1,o
2505,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font,or,2505,,,,,,,,,,,,1,o
2506,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font/u[3],Section 8.02,2506,,,,,,,,,,,,1,o
2507,/html/body/document/type/sequence/filename/description/text/div[189]/p[2]/font,"as “Outside Counsel Only Material”.  Such materials and the information contained therein shall be given only to the outside counsel of the recipient and, subject to any additional confidentiality or joint defense agreement the parties may mutually propose and enter into, shall not be disclosed by such outside counsel to employees, officers or directors of the recipient unless express permission is obtained in advance from the source of the materials (the Company or Parent, as the case may be) or its legal counsel.",2507,,,,,,,,,,,,1,o
2508,/html/body/document/type/sequence/filename/description/text/div[189]/p[4]/font[1],Section 8.02,2508,,,,,,,,,,,,1,o
2509,/html/body/document/type/sequence/filename/description/text/div[189]/p[4]/u,"Filings, Consents and Approvals",2509,,,,,,,,,,,,1,o
2510,/html/body/document/type/sequence/filename/description/text/div[189]/p[4],.,2510,,,,,,,,,,,,1,o
2511,/html/body/document/type/sequence/filename/description/text/div[189]/p[6]/font[1],(a),2511,,,,,,,,,,,,1,o
2512,/html/body/document/type/sequence/filename/description/text/div[189]/p[6],"Subject to the terms and conditions of this Agreement, each of the Company and Parent shall, and each shall cause its Subsidiaries to, use their respective reasonable best efforts to take, or cause to be taken, all actions and to do, or cause to be done, all things necessary, proper or advisable under Applicable Law to consummate the Mergers and other transactions contemplated hereby as promptly as reasonably practicable, including (i) (A) preparing and filing as promptly as practicable with any Governmental Authority or other Third Party all documentation to effect all Filings as are necessary, proper or advisable to consummate the Mergers and the other transactions contemplated hereby, (B) using reasonable best efforts to obtain, as promptly as practicable, and thereafter maintain, all Consents from any Governmental Authority or other Third Party that are necessary, proper or advisable to consummate the Mergers or other transactions contemplated hereby, and complying with the terms and conditions of each Consent (including by supplying as promptly as reasonably practicable any additional information or documentary material that may be requested pursuant to the HSR Act or other applicable Antitrust Laws), and (C) cooperating with the other parties hereto in their efforts to comply with their obligations under this Agreement, including in seeking to obtain as promptly as practicable any Consents necessary, proper or advisable to consummate the Mergers or the other transactions contemplated hereby and (ii) (A) defending any lawsuit or other legal proceeding, whether judicial or administrative, brought by any Governmental Authority or Third Party challenging this Agreement or seeking to enjoin, restrain, prevent, prohibit or make illegal consummation of the Mergers or any of the other transactions contemplated hereby and (B) contesting any Order that enjoins, restrains, prevents, prohibits or makes illegal consummation of the Mergers or any of the other transactions contemplated hereby.",2512,,,,,,,,,,,,1,o
2513,/html/body/document/type/sequence/filename/description/text/div[189]/p[8]/font[1],(b),2513,,,,,,,,,,,,1,o
2514,/html/body/document/type/sequence/filename/description/text/div[189]/p[8],"Parent shall have the right to (i) direct, devise and implement the strategy for obtaining any necessary Consent of, for responding to any request from, inquiry or investigation by (including directing the timing, nature and substance of all such responses), and lead all meetings and communications (including any negotiations) with, any Governmental Authority that has authority to enforce any Antitrust Law and (ii) control the defense and",2514,,,,,,,,,,,,1,o
2515,/html/body/document/type/sequence/filename/description/text/div[189]/p[10],90,2515,,,,,,,,,,,,1,o
2517,/html/body/document/type/sequence/filename/description/text/div[191]/p[2]/font,"settlement of any litigation, action, suit, investigation or proceeding brought by or before any Governmental Authority that has authority to enforce any Antitrust Law, Parent shall consult with the Company in a reasonable manner and consider in good faith the views and comments of the Company in connection with the foregoing.",2517,,,,,,,,,,,,1,o
2518,/html/body/document/type/sequence/filename/description/text/div[191]/p[4]/font[1],(c),2518,,,,,,,,,,,,1,o
2519,/html/body/document/type/sequence/filename/description/text/div[191]/p[4],"In furtherance and not in limitation of the foregoing, each of the Company and Parent shall, and each shall cause its Subsidiaries to, as promptly as practicable following the date of this Agreement, make all Filings with all Governmental Authorities that are necessary, proper or advisable under this Agreement or Applicable Law to consummate and make effective the Mergers and the other transactions contemplated hereby, provided that the parties shall not have an obligation to file a notification and report form pursuant to the HSR Act with respect to the Mergers and the other transactions contemplated hereby until the 60th calendar day after the date hereof.  In the event that the Company or Parent receives a request for information or documentary material pursuant to the HSR Act or any other Antitrust Law (a “",2519,,,,,,,,,,,,1,o
2520,/html/body/document/type/sequence/filename/description/text/div[191]/p[4]/u,Second Request,2520,,,,,,,,,,,,1,o
2521,/html/body/document/type/sequence/filename/description/text/div[191]/p[4],"”), each shall, and shall cause its respective Subsidiaries and Affiliates to, use reasonable best efforts (and shall cooperate with each other) to submit an appropriate response to such Second Request as promptly as reasonably practicable, and to make available their respective Representatives to, on reasonable request, any Governmental Authority in connection with (i) the preparation of any Filing made by or on their behalf to any Governmental Authority in connection with the Mergers or any of the other transactions contemplated hereby or (ii) any Governmental Authority investigation, review or approval process.",2521,,,,,,,,,,,,1,o
2522,/html/body/document/type/sequence/filename/description/text/div[191]/p[6]/font[1],(d),2522,,,,,,,,,,,,1,o
2523,/html/body/document/type/sequence/filename/description/text/div[191]/p[6],"Subject to Applicable Laws relating to the sharing of information and the terms and conditions of the Confidentiality Agreement, each of the Company and Parent shall, and each shall cause its Subsidiaries to, cooperate and consult with each other in connection with the making of all Filings pursuant to this",2523,,,,,,,,,,,,1,o
2524,/html/body/document/type/sequence/filename/description/text/div[191]/p[6]/u[1],Section 8.02,2524,,,,,,,,,,,,1,o
2525,/html/body/document/type/sequence/filename/description/text/div[191]/p[6],", and shall keep each other apprised on a current basis of the status of matters relating to the completion of the Mergers and the other transactions contemplated hereby, including: (i) (A) as far in advance as practicable, notifying the other party of, and providing the other party with an opportunity to consult with respect to, any Filing or communication or inquiry it or any of its Affiliates intends to make with any Governmental Authority other than a Taxing Authority (or any communication or inquiry it or any of its Affiliates intends to make with any Third Party in connection therewith) relating to the matters that are the subject of this Agreement, (B) providing the other party and its counsel, prior to submitting any such Filing or making any such communication or inquiry, a reasonable opportunity to review, and considering in good faith the comments of the other party and such other party’s Representatives in connection with any such Filing, communication or inquiry, and (C) promptly following the submission of such Filing or making of such communication or inquiry, providing the other party with a copy of any such Filing, communication or inquiry, if in written form, or, if in oral form, a summary of such communication or inquiry;",2525,,,,,,,,,,,,1,o
2526,/html/body/document/type/sequence/filename/description/text/div[191]/p[6]/u[2],provided,2526,,,,,,,,,,,,1,o
2527,/html/body/document/type/sequence/filename/description/text/div[191]/p[6],", that this",2527,,,,,,,,,,,,1,o
2528,/html/body/document/type/sequence/filename/description/text/div[191]/p[6]/u[3],Section 8.02(d),2528,,,,,,,,,,,,1,o
2529,/html/body/document/type/sequence/filename/description/text/div[191]/p[6],"shall not apply to any initial filings made pursuant to the HSR Act; (ii) as promptly as practicable following receipt, furnishing the other party with a copy of any Filing or written communication or inquiry, or, if in oral form, a summary of any such communication or inquiry, it or any of its Affiliates receives from any Governmental Authority other than a Taxing Authority (or any communication or inquiry it receives from any Third Party in connection therewith) relating to matters that are the subject of this Agreement; and (iii) coordinating and reasonably cooperating with the other party in exchanging such information and providing such other assistance as the other party may reasonably request in connection with this",2529,,,,,,,,,,,,1,o
2530,/html/body/document/type/sequence/filename/description/text/div[191]/p[6]/u[4],Section 8.02,2530,,,,,,,,,,,,1,o
2531,/html/body/document/type/sequence/filename/description/text/div[191]/p[6],.,2531,,,,,,,,,,,,1,o
2532,/html/body/document/type/sequence/filename/description/text/div[191]/p[8],91,2532,,,,,,,,,,,,1,o
2534,/html/body/document/type/sequence/filename/description/text/div[193]/p[2]/font,"The Company, Parent or their respective Representatives shall notify and consult with the other party in advance of any meeting or conference (including by telephone or videoconference) with any Governmental Authority other than a Taxing Authority, or any member of the staff of any such Governmental Authority, in respect of any Filing, proceeding, investigation (including the settlement of any investigation), litigation or other inquiry regarding the Mergers or any of the other transactions contemplated hereby and, to the extent permitted by such Governmental Authority, enable the other party to participate.  Materials provided to the other party pursuant to this",2534,,,,,,,,,,,,1,o
2535,/html/body/document/type/sequence/filename/description/text/div[193]/p[2]/font/u,Section 8.02,2535,,,,,,,,,,,,1,o
2536,/html/body/document/type/sequence/filename/description/text/div[193]/p[2]/font,"may be redacted to remove references concerning the valuation of Parent, the Company or any of their Subsidiaries.",2536,,,,,,,,,,,,1,o
2537,/html/body/document/type/sequence/filename/description/text/div[193]/p[4]/font[1],(e),2537,,,,,,,,,,,,1,o
2538,/html/body/document/type/sequence/filename/description/text/div[193]/p[4],"Anything in this Agreement to the contrary notwithstanding, Parent and its Affiliates shall take, or cause to be taken, all actions and shall do, or cause to be done, all things necessary, proper or advisable to eliminate each and every impediment under any Antitrust Law that is asserted by any Governmental Authority, obtain the consent or cooperation of any other Person and permit and cause the satisfaction of the conditions set forth in",2538,,,,,,,,,,,,1,o
2539,/html/body/document/type/sequence/filename/description/text/div[193]/p[4]/u[1],Section 9.01(c),2539,,,,,,,,,,,,1,o
2540,/html/body/document/type/sequence/filename/description/text/div[193]/p[4],(to the extent related to any Antitrust Law) or,2540,,,,,,,,,,,,1,o
2541,/html/body/document/type/sequence/filename/description/text/div[193]/p[4]/u[2],Section 9.01(h),2541,,,,,,,,,,,,1,o
2542,/html/body/document/type/sequence/filename/description/text/div[193]/p[4],", in each of the foregoing cases, to permit the Closing to occur as promptly as reasonably practicable and in any event prior to the End Date, including:  (i) proposing, negotiating, committing to, effecting and agreeing to, by consent decree, hold separate order, or otherwise, the sale, divestiture, license, holding separate, and other disposition of or restrictions on the businesses, assets, properties, product lines, and equity or other business interests of, or changes to the conduct of business of, the Company, Parent, and their respective Affiliates, and take all actions necessary or appropriate in furtherance of the foregoing, (ii) creating, terminating, unwinding, divesting or assigning, subcontracting or otherwise securing substitute parties for relationships, ventures, and contractual or commercial rights or obligations of the Company, Parent, and their respective Affiliates and (iii) otherwise taking or committing to take any action that would limit Parent’s freedom of action with respect to, or its ability to retain, hold or continue, directly or indirectly, any businesses, assets, properties, product lines, and equity or other business interests, relationships, ventures or contractual rights and obligations of the Company, Parent, and their respective Affiliates.  In addition to and without limiting the foregoing, Parent shall take all steps relating to the matter referenced in Section 8.02(e) of the Parent Disclosure Schedule as promptly as reasonably practicable to the extent necessary or advisable to satisfy the condition set forth in",2542,,,,,,,,,,,,1,o
2543,/html/body/document/type/sequence/filename/description/text/div[193]/p[4]/u[3],Section 9.01(c),2543,,,,,,,,,,,,1,o
2544,/html/body/document/type/sequence/filename/description/text/div[193]/p[4],(to the extent related to any Antitrust Law) and,2544,,,,,,,,,,,,1,o
2545,/html/body/document/type/sequence/filename/description/text/div[193]/p[4]/u[4],Section 9.01(h),2545,,,,,,,,,,,,1,o
2546,/html/body/document/type/sequence/filename/description/text/div[193]/p[4],"as promptly as reasonably practicable. Parent, the Company and their Affiliates shall not be required to agree to take or enter into any such action described in clauses (i) through (iii) that is not conditioned upon, or that becomes effective prior to, the Closing.",2546,,,,,,,,,,,,1,o
2547,/html/body/document/type/sequence/filename/description/text/div[193]/p[6]/font[1],(f),2547,,,,,,,,,,,,1,o
2548,/html/body/document/type/sequence/filename/description/text/div[193]/p[6],"Anything to the contrary notwithstanding, Parent’s obligations to take or cause to take any actions described in the first sentence of",2548,,,,,,,,,,,,1,o
2549,/html/body/document/type/sequence/filename/description/text/div[193]/p[6]/u,Section 8.02(e),2549,,,,,,,,,,,,1,o
2550,/html/body/document/type/sequence/filename/description/text/div[193]/p[6],"shall be subject to the right of Parent, in Parent’s good faith reasonable discretion, to take reasonable periods of time in order to advocate and negotiate with Governmental Authorities with respect to such actions.",2550,,,,,,,,,,,,1,o
2551,/html/body/document/type/sequence/filename/description/text/div[193]/p[8]/font[1],Section 8.03,2551,,,,,,,,,,,,1,o
2552,/html/body/document/type/sequence/filename/description/text/div[193]/p[8]/u,Certain Filings; SEC Matters,2552,,,,,,,,,,,,1,o
2553,/html/body/document/type/sequence/filename/description/text/div[193]/p[8],.,2553,,,,,,,,,,,,1,o
2554,/html/body/document/type/sequence/filename/description/text/div[193]/p[10]/font[1],(a),2554,,,,,,,,,,,,1,o
2555,/html/body/document/type/sequence/filename/description/text/div[193]/p[10],"As promptly as practicable following the date of this Agreement, (i) the Company shall prepare (with Parent’s reasonable cooperation) and file with the SEC a proxy statement relating to the Company Stockholder Meeting (together with all amendments and",2555,,,,,,,,,,,,1,o
2556,/html/body/document/type/sequence/filename/description/text/div[193]/p[12],92,2556,,,,,,,,,,,,1,o
2558,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font,"supplements thereto, the “",2558,,,,,,,,,,,,1,o
2559,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font/u[1],Proxy Statement/Prospectus,2559,,,,,,,,,,,,1,o
2560,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font,"”) in preliminary form, (ii) Parent shall prepare (with the Company’s reasonable cooperation) and file with the SEC a Registration Statement on Form F-4 which shall include the Proxy Statement/Prospectus (together with all amendments and supplements thereto, the “",2560,,,,,,,,,,,,1,o
2561,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font/u[2],Form F-4,2561,,,,,,,,,,,,1,o
2562,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font,"”) relating to the registration of the Parent ADSs and the Parent Ordinary Shares represented thereby to be issued to the stockholders of the Company pursuant to the Parent ADS Issuance, (iii) Parent shall prepare and shall cause the ADS Depository to file with the SEC a Registration Statement on Form F-6 (together with all amendments and supplements thereto, the “",2562,,,,,,,,,,,,1,o
2563,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font/u[3],Form F-6,2563,,,,,,,,,,,,1,o
2564,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font,"”) relating to the registration of the Parent ADSs to be issued to the stockholders of the Company pursuant to the Parent ADS Issuance, (iv) Parent shall, if required by the FCA in order to carry out the transactions contemplated by this Agreement, prepare (with the Company’s reasonable cooperation) and submit to the FCA a Parent Prospectus and (v) Parent shall prepare (with the Company’s reasonable cooperation) and submit to the FCA a shareholder circular prepared under the Listing Rules relating to the Parent Shareholder Meeting (together with all amendments and supplements thereto, the “",2564,,,,,,,,,,,,1,o
2565,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font/u[4],Parent Circular,2565,,,,,,,,,,,,1,o
2566,/html/body/document/type/sequence/filename/description/text/div[195]/p[2]/font,"”) in draft form.  The Proxy Statement/Prospectus, the Form F-4 and the Form F-6 shall comply as to form in all material respects with the applicable provisions of the 1933 Act, the 1934 Act and other Applicable Law, and any Parent Prospectus and the Parent Circular shall comply as to form in all material respects with the requirements of the Listing Rules and other Applicable Law.",2566,,,,,,,,,,,,1,o
2567,/html/body/document/type/sequence/filename/description/text/div[195]/p[4]/font[1],(b),2567,,,,,,,,,,,,1,o
2568,/html/body/document/type/sequence/filename/description/text/div[195]/p[4],"The Company and Parent shall cooperate with each other and use their respective reasonable best efforts (i) to have the Proxy Statement/Prospectus cleared by the SEC as promptly as practicable after its filing, (ii) to have the Form F-4 and the Form F-6 declared effective under the 1933 Act as promptly as practicable after its filing and keep the Form F-4 and Form F-6 effective for so long as necessary to consummate the Mergers, (iii) to have a Parent Prospectus (if required) formally approved by the FCA as promptly as practicable after its submission and (iv) to have the Parent Circular formally approved by the FCA as promptly as practicable after its submission.  Each of the Company and Parent shall, as promptly as practicable after the receipt thereof, provide the other party with copies of any written comments and advise the other party of any oral comments with respect to the Proxy Statement/Prospectus, the Form F-4, the Form F-6, a Parent Prospectus and the Parent Circular received by such party from the SEC, the FCA or any other Governmental Authority, including any request from the SEC for amendments or supplements to the Proxy Statement/Prospectus, the Form F-4 or the Form F-6 or any request from the FCA for amendments or supplements to a Parent Prospectus or the Parent Circular, and shall provide the other with copies of all material or substantive correspondence between it and its Representatives, on the one hand, and the SEC, the FCA or any other Governmental Authority, on the other hand, related to the foregoing.  The foregoing notwithstanding, prior to filing the Form F-4 or the Form F-6 or mailing the Proxy Statement/Prospectus or Parent Circular, or making a Parent Prospectus available to the public or responding to any comments of the SEC or the FCA with respect thereto, each of the Company and Parent shall reasonably cooperate and provide the other party and its counsel a reasonable opportunity to review such document or response (including the proposed final version of such document or response) and consider in a commercially reasonable manner the comments of the other party or such other party’s Representatives in connection with any such document or response.  None of the Company, Parent or any of their respective Representatives shall agree to participate in any material or substantive meeting or conference (including by telephone) with the SEC or the FCA, or any member of the staff thereof, in respect of the Proxy",2568,,,,,,,,,,,,1,o
2569,/html/body/document/type/sequence/filename/description/text/div[195]/p[6],93,2569,,,,,,,,,,,,1,o
