,xpaths,text,all_nodes_ordering,highlighted_xpaths,highlighted_segmented_text,highlighted_labels,segment_number_from_idx,highlighted_coordinates,num_entries_1,exploded_highlight_node_order,top,left,width,height,top_via_line_group,size
2064,/html/body/document/type/sequence/filename/description/text/p[1032],and,2064,,,,,,,,,,,,,
2065,/html/body/document/type/sequence/filename/description/text/p[1032]/u[5],Section 7.3,2065,,,,,,,,,,,,,
2066,/html/body/document/type/sequence/filename/description/text/p[1032],"have been and continue to be satisfied (other than those conditions that by their nature are to be satisfied at the Closing, provided that such conditions are reasonably capable of being satisfied at the Closing and the date of termination), the Company is ready, willing and able to consummate the Merger and has given Parent written notice at least three (3) Business Days prior to such termination stating the Company’s intention to terminate this Agreement pursuant to this",2066,,,,,,,,,,,,,
2067,/html/body/document/type/sequence/filename/description/text/p[1032]/u[6],Section 8.1(i),2067,,,,,,,,,,,,,
2068,/html/body/document/type/sequence/filename/description/text/p[1032],"and the intended termination date (which date shall be after the third Business Day after the date of such notice) if Parent and Merger Sub fail to consummate the Merger, and (iv) Parent and Merger Sub fail to consummate the Merger on the later of the expiration of such three (3) Business Day period and the date set forth in the foregoing notice.",2068,,,,,,,,,,,,,
2069,/html/body/document/type/sequence/filename/description/text/div[73]/div[1]/div/div,68,2069,/html/body/document/type/sequence/filename/description/text/div[73]/div[1]/div/div,68,n,333,"[0.8792588753563099, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,294.0,0.8792588753563099,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.8792588753563099,1.0
2070,/html/body/document/type/sequence/filename/description/text/p[1035],Section 8.2,2070,/html/body/document/type/sequence/filename/description/text/p[1035],Section 8.2,ssn,334,"[0.8808603265094584, 0.07888472222222222, 0.04258895833333333, 0.00038870173620108835]",1.0,295.0,0.8808603265094584,0.07888472222222222,0.04258895833333333,0.00038870173620108835,0.8808603265094584,1.0
2071,/html/body/document/type/sequence/filename/description/text/p[1035]/u[1],Procedure Upon Termination,2071,/html/body/document/type/sequence/filename/description/text/p[1035]/u[1],Procedure Upon Termination,sst,335,"[0.8808603265094584, 0.13447777777777778, 0.11185972222222222, 0.00038870173620108835]",1.0,296.0,0.8808603265094584,0.13447777777777778,0.11185972222222222,0.00038870173620108835,0.8808603265094584,1.0
2072,/html/body/document/type/sequence/filename/description/text/p[1035],". In the event of valid termination of this Agreement by Parent or the Company, or both, pursuant to",2072,,,,,,,,,,,,,
2073,/html/body/document/type/sequence/filename/description/text/p[1035]/u[2],Section,2073,,,,,,,,,,,,,
2074,/html/body/document/type/sequence/filename/description/text/p[1035]/u[3],8.1,2074,,,,,,,,,,,,,
2075,/html/body/document/type/sequence/filename/description/text/p[1035],", written notice thereof shall be given to the Other Party, and this Agreement will terminate, effective immediately upon delivery of such written notice to the Other Party, without further action by Parent or the Company.",2075,,,,,,,,,,,,,
2076,/html/body/document/type/sequence/filename/description/text/p[1037],Section 8.3,2076,/html/body/document/type/sequence/filename/description/text/p[1037],Section 8.3,ssn,336,"[0.8820653018916819, 0.07888472222222222, 0.04180229166666667, 0.00038870173620108835]",1.0,297.0,0.8820653018916819,0.07888472222222222,0.04180229166666667,0.00038870173620108835,0.8820653018916819,1.0
2077,/html/body/document/type/sequence/filename/description/text/p[1037]/u[1],Effect of Termination,2077,/html/body/document/type/sequence/filename/description/text/p[1037]/u[1],Effect of Termination,sst,337,"[0.8820653018916819, 0.13052291666666666, 0.08233472222222223, 0.00038870173620108835]",1.0,298.0,0.8820653018916819,0.13052291666666666,0.08233472222222223,0.00038870173620108835,0.8820653018916819,1.0
2078,/html/body/document/type/sequence/filename/description/text/p[1037],. In the event that this Agreement is validly terminated as provided in,2078,,,,,,,,,,,,,
2079,/html/body/document/type/sequence/filename/description/text/p[1037]/u[2],Section,2079,,,,,,,,,,,,,
2080,/html/body/document/type/sequence/filename/description/text/p[1037]/u[3],8.1,2080,,,,,,,,,,,,,
2081,/html/body/document/type/sequence/filename/description/text/p[1037],", each of the Parties will be relieved of its duties and obligations arising under this Agreement after the date of such termination and such termination will be without liability to Parent, Merger Sub or the Company or their respective Affiliates;",2081,,,,,,,,,,,,,
2082,/html/body/document/type/sequence/filename/description/text/p[1037]/u[4],provided,2082,,,,,,,,,,,,,
2083,/html/body/document/type/sequence/filename/description/text/p[1037],that the agreements and obligations of the Parties set forth in,2083,,,,,,,,,,,,,
2084,/html/body/document/type/sequence/filename/description/text/p[1037]/u[5],Section 4.24,2084,,,,,,,,,,,,,
2085,/html/body/document/type/sequence/filename/description/text/p[1037],",",2085,,,,,,,,,,,,,
2086,/html/body/document/type/sequence/filename/description/text/p[1037]/u[6],Section 5.13,2086,,,,,,,,,,,,,
2087,/html/body/document/type/sequence/filename/description/text/p[1037],",",2087,,,,,,,,,,,,,
2088,/html/body/document/type/sequence/filename/description/text/p[1037]/u[7],Section 6.7(c),2088,,,,,,,,,,,,,
2089,/html/body/document/type/sequence/filename/description/text/p[1037],",",2089,,,,,,,,,,,,,
2090,/html/body/document/type/sequence/filename/description/text/p[1037]/u[8],Section 6.16(c)(iii),2090,,,,,,,,,,,,,
2091,/html/body/document/type/sequence/filename/description/text/p[1037],", the last sentence of",2091,,,,,,,,,,,,,
2092,/html/body/document/type/sequence/filename/description/text/p[1037]/u[9],Section 6.17,2092,,,,,,,,,,,,,
2093,/html/body/document/type/sequence/filename/description/text/p[1037],", this",2093,,,,,,,,,,,,,
2094,/html/body/document/type/sequence/filename/description/text/p[1037]/u[10],Section,2094,,,,,,,,,,,,,
2095,/html/body/document/type/sequence/filename/description/text/p[1037]/u[11],8.3,2095,,,,,,,,,,,,,
2096,/html/body/document/type/sequence/filename/description/text/p[1037],",",2096,,,,,,,,,,,,,
2097,/html/body/document/type/sequence/filename/description/text/p[1037]/u[12],Section,2097,,,,,,,,,,,,,
2098,/html/body/document/type/sequence/filename/description/text/p[1037]/u[13],8.4,2098,,,,,,,,,,,,,
2099,/html/body/document/type/sequence/filename/description/text/p[1037],and,2099,,,,,,,,,,,,,
2100,/html/body/document/type/sequence/filename/description/text/p[1037]/u[14],Article,2100,,,,,,,,,,,,,
2101,/html/body/document/type/sequence/filename/description/text/p[1037]/u[15],IX,2101,,,,,,,,,,,,,
2102,/html/body/document/type/sequence/filename/description/text/p[1037],(to the extent applicable) hereof will survive any such termination and are enforceable hereunder; Parent and the Company may have liability as provided in,2102,,,,,,,,,,,,,
2103,/html/body/document/type/sequence/filename/description/text/p[1037]/u[16],Section,2103,,,,,,,,,,,,,
2104,/html/body/document/type/sequence/filename/description/text/p[1037]/u[17],8.4,2104,,,,,,,,,,,,,
2105,/html/body/document/type/sequence/filename/description/text/p[1037],; and nothing in this,2105,,,,,,,,,,,,,
2106,/html/body/document/type/sequence/filename/description/text/p[1037]/u[18],Section,2106,,,,,,,,,,,,,
2107,/html/body/document/type/sequence/filename/description/text/p[1037]/u[19],8.3,2107,,,,,,,,,,,,,
2108,/html/body/document/type/sequence/filename/description/text/p[1037],"will relieve any of Parent or the Company of any liability for breach of the Confidentiality Agreement or as provided in the Guarantee, in which case the aggrieved Party shall be entitled to all rights and remedies available at law or in equity. For the avoidance of doubt, in no event shall Parent have any liability under this Agreement for any breach by the Company Stockholder of the Contribution Agreement, the Support Agreement or any other act or failure to act by the Company Stockholder. In addition, nothing in this",2108,,,,,,,,,,,,,
2109,/html/body/document/type/sequence/filename/description/text/p[1037]/u[20],Section 8.3,2109,,,,,,,,,,,,,
2110,/html/body/document/type/sequence/filename/description/text/p[1037],will relieve (x) subject to the limitations contained in,2110,,,,,,,,,,,,,
2111,/html/body/document/type/sequence/filename/description/text/p[1037]/u[21],Section 8.4(j),2111,,,,,,,,,,,,,
2112,/html/body/document/type/sequence/filename/description/text/p[1037],", Parent, or subject to the limitations in",2112,,,,,,,,,,,,,
2113,/html/body/document/type/sequence/filename/description/text/p[1037]/u[22],Section 8.4(i),2113,,,,,,,,,,,,,
2114,/html/body/document/type/sequence/filename/description/text/p[1037],", the Company, of any liability for fraud or (y) subject to the limitation contained in",2114,,,,,,,,,,,,,
2115,/html/body/document/type/sequence/filename/description/text/p[1037]/u[23],Section 8.4(i),2115,,,,,,,,,,,,,
2116,/html/body/document/type/sequence/filename/description/text/p[1037],", the Company of any liability for Willful Breach of any covenant, agreement or obligation in a circumstance in which Parent is not entitled to receive the Company Termination Fee.",2116,,,,,,,,,,,,,
2117,/html/body/document/type/sequence/filename/description/text/p[1039],Section 8.4,2117,/html/body/document/type/sequence/filename/description/text/p[1039],Section 8.4,ssn,338,"[0.8852785695776109, 0.07888472222222222, 0.041655833333333336, 0.00038870173620108835]",1.0,299.0,0.8852785695776109,0.07888472222222222,0.041655833333333336,0.00038870173620108835,0.8852785695776109,1.0
2118,/html/body/document/type/sequence/filename/description/text/p[1039]/u,Fees and Expense Reimbursement,2118,/html/body/document/type/sequence/filename/description/text/p[1039]/u,Fees and Expense Reimbursement,sst,339,"[0.8852785695776109, 0.12979583333333333, 0.12956805555555556, 0.00038870173620108835]",1.0,300.0,0.8852785695776109,0.12979583333333333,0.12956805555555556,0.00038870173620108835,0.8852785695776109,1.0
2119,/html/body/document/type/sequence/filename/description/text/p[1039],.,2119,,,,,,,,,,,,,
2120,/html/body/document/type/sequence/filename/description/text/p[1041],"(a)    In the event that (A) prior to the termination of this Agreement, a Company Acquisition Proposal is publicly submitted, publicly proposed, publicly disclosed or otherwise communicated to the Company Board prior to, and not withdrawn at the date of termination of this Agreement, (B) this Agreement is terminated by the Company or Parent pursuant to",2120,,,,,,,,,,,,,
2121,/html/body/document/type/sequence/filename/description/text/p[1041]/u[1],Section,2121,,,,,,,,,,,,,
2122,/html/body/document/type/sequence/filename/description/text/p[1041]/u[2],8.1(e),2122,,,,,,,,,,,,,
2123,/html/body/document/type/sequence/filename/description/text/p[1041],(Outside Date) or,2123,,,,,,,,,,,,,
2124,/html/body/document/type/sequence/filename/description/text/p[1041]/u[3],Section,2124,,,,,,,,,,,,,
2125,/html/body/document/type/sequence/filename/description/text/p[1041]/u[4],8.1(f),2125,,,,,,,,,,,,,
2126,/html/body/document/type/sequence/filename/description/text/p[1041],(Failure to Obtain Company Stockholder Approval) or by Parent pursuant to,2126,,,,,,,,,,,,,
2127,/html/body/document/type/sequence/filename/description/text/p[1041]/u[5],Section 8.1(c),2127,,,,,,,,,,,,,
2128,/html/body/document/type/sequence/filename/description/text/p[1041],"(Company Breach) and (C) within twelve (12) months after the date this Agreement is terminated, the Company consummates a Company Acquisition Proposal or enters into a definitive agreement providing for the consummation of a Company Acquisition Proposal, then the Company will pay (or cause to be paid) to Parent the Company Termination Fee upon the consummation of such Company Acquisition Proposal. For purposes of this",2128,,,,,,,,,,,,,
2129,/html/body/document/type/sequence/filename/description/text/p[1041]/u[6],Section,2129,,,,,,,,,,,,,
2130,/html/body/document/type/sequence/filename/description/text/p[1041]/u[7],8.4(a),2130,,,,,,,,,,,,,
2131,/html/body/document/type/sequence/filename/description/text/p[1041],", any reference in the definition of Company Acquisition Transaction to “twenty percent (20%)” shall be deemed to be to be a reference to “fifty percent (50%).”",2131,,,,,,,,,,,,,
2132,/html/body/document/type/sequence/filename/description/text/p[1043],(b)    In the event this Agreement is terminated by Parent pursuant to,2132,,,,,,,,,,,,,
2133,/html/body/document/type/sequence/filename/description/text/p[1043]/u,Section 8.1(g),2133,,,,,,,,,,,,,
2134,/html/body/document/type/sequence/filename/description/text/p[1043],"(Company Change in Recommendation), the Company will pay (or cause to be paid) to Parent the Company Termination Fee within two (2) Business Days of termination of this Agreement.",2134,,,,,,,,,,,,,
2135,/html/body/document/type/sequence/filename/description/text/p[1045],(c)    In the event this Agreement is terminated by the Company pursuant to,2135,,,,,,,,,,,,,
2136,/html/body/document/type/sequence/filename/description/text/p[1045]/u,Section 8.1(h),2136,,,,,,,,,,,,,
2137,/html/body/document/type/sequence/filename/description/text/p[1045],"(Company Superior Proposal), the Company will pay (or cause to be paid) to Parent the Company Termination Fee prior to or concurrently with the termination of this Agreement.",2137,,,,,,,,,,,,,
2138,/html/body/document/type/sequence/filename/description/text/div[74]/div[1]/div/div,69,2138,/html/body/document/type/sequence/filename/description/text/div[74]/div[1]/div/div,69,n,340,"[0.8909017880279866, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,301.0,0.8909017880279866,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.8909017880279866,1.0
2139,/html/body/document/type/sequence/filename/description/text/p[1048],(d)    Any payment of the Company Termination Fee will be made in cash by wire transfer of same day funds to an account designated in writing by Parent.,2139,,,,,,,,,,,,,
2140,/html/body/document/type/sequence/filename/description/text/p[1050],(e)    In the event this Agreement is terminated by (i) the Company pursuant to,2140,,,,,,,,,,,,,
2141,/html/body/document/type/sequence/filename/description/text/p[1050]/u[1],Section 8.1(d),2141,,,,,,,,,,,,,
2142,/html/body/document/type/sequence/filename/description/text/p[1050],or,2142,,,,,,,,,,,,,
2143,/html/body/document/type/sequence/filename/description/text/p[1050]/u[2],Section 8.1(i),2143,,,,,,,,,,,,,
2144,/html/body/document/type/sequence/filename/description/text/p[1050],", or (ii) Parent or the Company pursuant to",2144,,,,,,,,,,,,,
2145,/html/body/document/type/sequence/filename/description/text/p[1050]/u[3],Section 8.1(e),2145,,,,,,,,,,,,,
2146,/html/body/document/type/sequence/filename/description/text/p[1050],at such time the Company could have validly terminated this Agreement pursuant to,2146,,,,,,,,,,,,,
2147,/html/body/document/type/sequence/filename/description/text/p[1050]/u[4],Section 8.1(d),2147,,,,,,,,,,,,,
2148,/html/body/document/type/sequence/filename/description/text/p[1050],or,2148,,,,,,,,,,,,,
2149,/html/body/document/type/sequence/filename/description/text/p[1050]/u[5],Section 8.1(i),2149,,,,,,,,,,,,,
2150,/html/body/document/type/sequence/filename/description/text/p[1050],", Parent will pay (or cause to be paid) to the Company the Parent Termination Fee within two (2) Business Days of termination of this Agreement. Any payment of the Parent Termination Fee will be made in cash by wire transfer of same day funds to an account designated in writing by the Company.",2150,,,,,,,,,,,,,
2151,/html/body/document/type/sequence/filename/description/text/p[1052],(f)    Each of the Parties acknowledges that the provisions of this,2151,,,,,,,,,,,,,
2152,/html/body/document/type/sequence/filename/description/text/p[1052]/u[1],Section,2152,,,,,,,,,,,,,
2153,/html/body/document/type/sequence/filename/description/text/p[1052]/u[2],8.4,2153,,,,,,,,,,,,,
2154,/html/body/document/type/sequence/filename/description/text/p[1052],"are an integral part of the Transactions and that, without these agreements, the Other Party would not enter into this Agreement. Each of the Parties further acknowledges that the payment of the Company Termination Fee by the Company or the Parent Termination Fee by Parent is not a penalty, but, is liquidated damages in a reasonable amount that will compensate Parent and Merger Sub, in the case of the payment of the Company Termination Fee, or the Company and its Subsidiaries, in the case of payment of the Parent Termination Fee, in the circumstances in which such fee is payable for the efforts and resources expended and the opportunities foregone while negotiating this Agreement and in reliance on this Agreement and on the expectation of the consummation of the Transactions, which amount would otherwise be impossible to calculate with precision. If the Company or Parent fails to promptly pay the amount due by it pursuant to this",2154,,,,,,,,,,,,,
2155,/html/body/document/type/sequence/filename/description/text/p[1052]/u[3],Section,2155,,,,,,,,,,,,,
2156,/html/body/document/type/sequence/filename/description/text/p[1052]/u[4],8.4,2156,,,,,,,,,,,,,
2157,/html/body/document/type/sequence/filename/description/text/p[1052],", interest shall accrue on such amount from the date such payment was required to be paid pursuant to the terms of this Agreement until the date of payment at the prime rate set forth in",2157,,,,,,,,,,,,,
2158,/html/body/document/type/sequence/filename/description/text/p[1052]/i,The Wall Street Journal,2158,,,,,,,,,,,,,
2159,/html/body/document/type/sequence/filename/description/text/p[1052],"in effect on the date such payment was required to be made. If, in order to obtain such payment, Parent or the Company commences a Proceeding that results in judgment for Parent, or the Company, as applicable, the non-prevailing party shall pay the other party its reasonable out-of-pocket costs and expenses (including reasonable attorneys’ fees and expenses) incurred in connection with such Proceeding.",2159,,,,,,,,,,,,,
2160,/html/body/document/type/sequence/filename/description/text/p[1054],(g)    Subject in all respects to Parent’s rights set forth in,2160,,,,,,,,,,,,,
2161,/html/body/document/type/sequence/filename/description/text/p[1054]/u[1],Section,2161,,,,,,,,,,,,,
2162,/html/body/document/type/sequence/filename/description/text/p[1054]/u[2],9.9,2162,,,,,,,,,,,,,
2163,/html/body/document/type/sequence/filename/description/text/p[1054],and the reimbursement obligations of the Company under,2163,,,,,,,,,,,,,
2164,/html/body/document/type/sequence/filename/description/text/p[1054]/u[3],Section,2164,,,,,,,,,,,,,
2165,/html/body/document/type/sequence/filename/description/text/p[1054]/u[4],8.4(f),2165,,,,,,,,,,,,,
2166,/html/body/document/type/sequence/filename/description/text/p[1054],", in the event the Company Termination Fee is paid to Parent in circumstances for which such fee is payable pursuant to",2166,,,,,,,,,,,,,
2167,/html/body/document/type/sequence/filename/description/text/p[1054]/u[5],Section,2167,,,,,,,,,,,,,
2168,/html/body/document/type/sequence/filename/description/text/p[1054]/u[6],8.4(a),2168,,,,,,,,,,,,,
2169,/html/body/document/type/sequence/filename/description/text/p[1054],",",2169,,,,,,,,,,,,,
2170,/html/body/document/type/sequence/filename/description/text/p[1054]/u[7],8.4(b),2170,,,,,,,,,,,,,
2171,/html/body/document/type/sequence/filename/description/text/p[1054],or,2171,,,,,,,,,,,,,
2172,/html/body/document/type/sequence/filename/description/text/p[1054]/u[8],8.4(c),2172,,,,,,,,,,,,,
2173,/html/body/document/type/sequence/filename/description/text/p[1054],", payment of the Company Termination Fee shall be the sole and exclusive remedy of Parent and the Parent Related Parties against the Company and the Company Subsidiaries and any of their respective former, current or future general or limited partners, stockholders, financing sources, managers, members, Representatives or Affiliates (collectively, “",2173,,,,,,,,,,,,,
2174,/html/body/document/type/sequence/filename/description/text/p[1054]/u[9],Company Related Parties,2174,,,,,,,,,,,,,
2175,/html/body/document/type/sequence/filename/description/text/p[1054],"”) for any losses or damages suffered as a result of the failure of the Transactions to be consummated, except in the case of fraud or a Willful Breach of any covenant, agreement or obligation (in which case only the Company shall be liable for damages for such fraud or Willful Breach), and upon payment of such amount, the Company Related Parties shall not have any further liability or obligation relating to or arising out of (i) this Agreement or the Transactions, (ii) the failure of the Merger or the other Transactions to be consummated or (iii) any breach (or threatened or alleged breach) of, or failure (or threatened or alleged failure) to perform under, this Agreement or any of the other documents delivered herewith or executed in connection herewith or otherwise, except for the liability of the Company in the case of fraud or a Willful Breach of any covenant, agreement or obligation.",2175,,,,,,,,,,,,,
2176,/html/body/document/type/sequence/filename/description/text/div[75]/div[1]/div/div,70,2176,/html/body/document/type/sequence/filename/description/text/div[75]/div[1]/div/div,70,n,341,"[0.9013423166623479, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,302.0,0.9013423166623479,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.9013423166623479,1.0
2177,/html/body/document/type/sequence/filename/description/text/p[1057],(h)    Subject in all respects to the Company’s rights set forth in,2177,,,,,,,,,,,,,
2178,/html/body/document/type/sequence/filename/description/text/p[1057]/u[1],Section 9.9,2178,,,,,,,,,,,,,
2179,/html/body/document/type/sequence/filename/description/text/p[1057],and the reimbursement obligations of Parent under,2179,,,,,,,,,,,,,
2180,/html/body/document/type/sequence/filename/description/text/p[1057]/u[2],"Section 8.4(f),",2180,,,,,,,,,,,,,
2181,/html/body/document/type/sequence/filename/description/text/p[1057]/u[3],Section 6.16(c),2181,,,,,,,,,,,,,
2182,/html/body/document/type/sequence/filename/description/text/p[1057],and,2182,,,,,,,,,,,,,
2183,/html/body/document/type/sequence/filename/description/text/p[1057]/u[4],Section 6.17,2183,,,,,,,,,,,,,
2184,/html/body/document/type/sequence/filename/description/text/p[1057],", in the event the Parent Termination Fee is paid to the Company in circumstances for which such fee is payable pursuant to",2184,,,,,,,,,,,,,
2185,/html/body/document/type/sequence/filename/description/text/p[1057]/u[5],Section 8.4(e),2185,,,,,,,,,,,,,
2186,/html/body/document/type/sequence/filename/description/text/p[1057],", payment of the Parent Termination Fee, together with any amount payable pursuant to",2186,,,,,,,,,,,,,
2187,/html/body/document/type/sequence/filename/description/text/p[1057]/u[6],Section 8.4(f),2187,,,,,,,,,,,,,
2188,/html/body/document/type/sequence/filename/description/text/p[1057],", shall be the sole and exclusive remedy (other than as provided in the Guarantee) of the Company and the Company Related Parties against Parent and the Parent Related Parties for any losses or damages suffered as a result of the failure of the Transactions to be consummated, and upon payment of such amount, Parent and the Parent Related Parties shall not have any further liability or obligation relating to or arising out of (i) this Agreement, the Equity Commitment Letter, the Guarantee, or the Transactions, (ii) the failure of the Merger or the other Transactions to be consummated or (iii) any breach (or threatened or alleged breach) of, or failure (or threatened or alleged failure) to perform under, this Agreement or any of the other documents delivered herewith or executed in connection herewith or otherwise, except for the liability of Parent in the case of fraud.",2188,,,,,,,,,,,,,
2189,/html/body/document/type/sequence/filename/description/text/p[1059],"(i)    In connection with any losses or damages suffered by any Parent Related Party as a result of the failure of the Transactions to be consummated or for a breach or failure to perform hereunder or otherwise, other than in the circumstances in which Parent is entitled to receive the Company Termination Fee in accordance with",2189,,,,,,,,,,,,,
2190,/html/body/document/type/sequence/filename/description/text/p[1059]/u[1],Section 8.4(a),2190,,,,,,,,,,,,,
2191,/html/body/document/type/sequence/filename/description/text/p[1059],",",2191,,,,,,,,,,,,,
2192,/html/body/document/type/sequence/filename/description/text/p[1059]/u[2],Section 8.4(b),2192,,,,,,,,,,,,,
2193,/html/body/document/type/sequence/filename/description/text/p[1059],or,2193,,,,,,,,,,,,,
2194,/html/body/document/type/sequence/filename/description/text/p[1059]/u[3],Section 8.4(c),2194,,,,,,,,,,,,,
2195,/html/body/document/type/sequence/filename/description/text/p[1059],"(in which case,",2195,,,,,,,,,,,,,
2196,/html/body/document/type/sequence/filename/description/text/p[1059]/u[4],Section 8.4(h),2196,,,,,,,,,,,,,
2197,/html/body/document/type/sequence/filename/description/text/p[1059],"shall apply), and without limiting the reimbursement obligations of the Company under",2197,,,,,,,,,,,,,
2198,/html/body/document/type/sequence/filename/description/text/p[1059]/u[5],Section 8.4(f),2198,,,,,,,,,,,,,
2199,/html/body/document/type/sequence/filename/description/text/p[1059],", Parent agrees, on behalf of itself and the Parent Related Parties, that the maximum aggregate monetary liability of the Company and the Company Related Parties, if any, shall be limited to the amount of the Company Termination Fee, and in no event shall Parent or any Parent Related Party seek or be entitled to recover from the Company or any Company Related Parties, and Parent on behalf of itself and the Parent Related Parties hereby irrevocably waives and relinquishes any right to seek or recover, any monetary damages in the aggregate in excess of such amount, including for the liability of the Company in the case of fraud.",2199,,,,,,,,,,,,,
2200,/html/body/document/type/sequence/filename/description/text/p[1061],"(j)    In connection with any losses or damages suffered by any Company Related Party as a result of the failure of the Transactions to be consummated or for a breach or failure to perform hereunder or under the Guarantee or Equity Commitment Letter or otherwise, other than in circumstances in which the Company is entitled to receive the Parent Termination Fee in accordance with",2200,,,,,,,,,,,,,
2201,/html/body/document/type/sequence/filename/description/text/p[1061]/u[1],Section 8.4(e),2201,,,,,,,,,,,,,
2202,/html/body/document/type/sequence/filename/description/text/p[1061],(in which case,2202,,,,,,,,,,,,,
2203,/html/body/document/type/sequence/filename/description/text/p[1061]/u[2],Section 8.4(h),2203,,,,,,,,,,,,,
2204,/html/body/document/type/sequence/filename/description/text/p[1061],"shall apply), the Company agrees, on behalf of itself and the Company Related Parties (including the Company Stockholder), that the maximum aggregate monetary liability of Parent and the Parent Related Parties (including the Guarantor) shall be limited to $133,000,000, and in no event shall the Company or any Company Related Party (including the Company Stockholder) seek or be entitled to recover from Parent or any Parent Related Parties (including the Guarantor), and the Company on behalf of itself and the Company Related Parties (including the Company Stockholder) hereby irrevocably waives and relinquishes any right to seek or recover, any monetary damages in the aggregate in excess of such amount, including for the liability of Parent or Merger Sub in the case of fraud.",2204,,,,,,,,,,,,,
2205,/html/body/document/type/sequence/filename/description/text/p[1063],"(k)    As used herein, “",2205,,,,,,,,,,,,,
2206,/html/body/document/type/sequence/filename/description/text/p[1063]/u[1],Company Termination Fee,2206,,,,,,,,,,,,,
2207,/html/body/document/type/sequence/filename/description/text/p[1063],"” means a cash amount equal to $59,000,000, and (ii) “",2207,,,,,,,,,,,,,
2208,/html/body/document/type/sequence/filename/description/text/p[1063]/u[2],Parent Termination Fee,2208,,,,,,,,,,,,,
2209,/html/body/document/type/sequence/filename/description/text/p[1063],"” means a cash amount equal to $127,000,000.",2209,,,,,,,,,,,,,
2210,/html/body/document/type/sequence/filename/description/text/p[1065],(l)     In no event shall (i) Parent be entitled to receive more than one payment of the Company Termination Fee in connection with this Agreement or (ii) the Company be entitled to receive more than one payment of the Parent Termination Fee in connection with this Agreement.,2210,,,,,,,,,,,,,
2211,/html/body/document/type/sequence/filename/description/text/p[1067],(m)   While Parent may pursue both a grant of specific performance in accordance with,2211,,,,,,,,,,,,,
2212,/html/body/document/type/sequence/filename/description/text/p[1067]/u[1],Section 9.9,2212,,,,,,,,,,,,,
2213,/html/body/document/type/sequence/filename/description/text/p[1067],and the payment of the Company Termination Fee under this,2213,,,,,,,,,,,,,
2214,/html/body/document/type/sequence/filename/description/text/p[1067]/u[2],Section 8.4,2214,,,,,,,,,,,,,
2215,/html/body/document/type/sequence/filename/description/text/p[1067],", under no circumstances shall Parent be permitted or entitled to receive both a grant of specific performance that results in the consummation of the Merger and any money damages, including all or any portion of the Company Termination Fee. While the Company may pursue both a grant of specific performance in accordance with",2215,,,,,,,,,,,,,
2216,/html/body/document/type/sequence/filename/description/text/p[1067]/u[3],Section 9.9,2216,,,,,,,,,,,,,
2217,/html/body/document/type/sequence/filename/description/text/p[1067],and the payment of the Parent Termination Fee under this,2217,,,,,,,,,,,,,
2218,/html/body/document/type/sequence/filename/description/text/p[1067]/u[4],Section,2218,,,,,,,,,,,,,
2219,/html/body/document/type/sequence/filename/description/text/p[1067]/u[5],8.4,2219,,,,,,,,,,,,,
2220,/html/body/document/type/sequence/filename/description/text/p[1067],", under no circumstances shall the Company be permitted or entitled to receive both a grant of specific performance that results in the consummation of the Merger and any money damages, including all or any portion of the Parent Termination Fee.",2220,,,,,,,,,,,,,
2221,/html/body/document/type/sequence/filename/description/text/div[76]/div[1]/div/div,71,2221,/html/body/document/type/sequence/filename/description/text/div[76]/div[1]/div/div,71,n,342,"[0.9145918631769888, 0.4953666666666666, 0.009261041666666667, 0.00038870173620108835]",1.0,303.0,0.9145918631769888,0.4953666666666666,0.009261041666666667,0.00038870173620108835,0.9145918631769888,1.0
2222,/html/body/document/type/sequence/filename/description/text/p[1070],"(n)    Except as otherwise provided in this Agreement, each Party shall pay its own expenses incident to preparing for, entering into and carrying out this Agreement and the consummation of the Transactions.",2222,,,,,,,,,,,,,
2223,/html/body/document/type/sequence/filename/description/text/p[1072],"(o)    Parent may, at Parent’s election, settle, discharge, preclude, obviate and resolve any claims or Proceedings resulting from, relating to or arising out of the termination of this Agreement (including any claim or Proceeding with respect to the payment of money damages) by agreeing to consummate the Transactions in accordance with the terms of this Agreement.",2223,,,,,,,,,,,,,
2224,/html/body/document/type/sequence/filename/description/text/p[1074]/b,ARTICLE IX,2224,/html/body/document/type/sequence/filename/description/text/p[1074]/b,ARTICLE IX,sn,343,"[0.918201606633843, 0.47277013888888886, 0.05445965277777777, 0.00038870173620108835]",1.0,304.0,0.918201606633843,0.47277013888888886,0.05445965277777777,0.00038870173620108835,0.918201606633843,1.0
2225,/html/body/document/type/sequence/filename/description/text/p[1075]/b,MISCELLANEOUS,2225,/html/body/document/type/sequence/filename/description/text/p[1075]/b,MISCELLANEOUS,st,344,"[0.9186032650945841, 0.45935902777777776, 0.08127708333333333, 0.00038870173620108835]",1.0,305.0,0.9186032650945841,0.45935902777777776,0.08127708333333333,0.00038870173620108835,0.9186032650945841,1.0
